st_date,st_lat,st_lng,st_nc,st_address,n_cluster,new_cases_cluster,cases_cluster,date_today_cases,number_today_cases,total_number_accumulative
2016-02-12,1.372035,103.958018,1,      Pasir Ris Drive 6      (Blk 454)       ,77,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3718215,103.9583982,1,      Pasir Ris Drive 6      (Blk 455)       ,77,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3717643,103.9568778,1,      Pasir Ris Drive 6      (Blk 457)       ,77,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3526677,103.8732771,1,      Serangoon Central      (Blk 204)       ,78,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3529532,103.8734375,2,      Serangoon Central      (Blk 205)       ,78,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3480679,103.8739933,1,      Serangoon Central      (Blk 410)       ,79,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.34814,103.8755575,1,      Serangoon Central      (Blk 424)       ,79,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3491849,103.8770402,1,      Lorong Lew Lian      (Blk 7)       ,79,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.343658,103.9512787,2,      Simei Street 1      (Blk 116)       ,80,    2     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3454815,103.9523744,1,      Simei Street 1      (Blk 122)       ,80,    2     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3508826,103.9572565,1,      Tampines Street      33 (Blk 320)       ,81,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.350725,103.957397,1,      Tampines Street      33 (Blk 321)       ,81,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3513088,103.9591122,1,      Tampines Street      33 (Blk 339)       ,81,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4377675,103.7911997,1,      Woodlands Drive      50 (Blk 891A)       ,82,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4373435,103.7901826,1,      Woodlands Drive      50 (Blk 892A)       ,82,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4360495,103.7903124,1,      Woodlands Drive      50 (Blk 894A)       ,82,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.416543,103.8435413,1,      Yishun Street 51       ,83,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.416543,103.8435413,1,      Yishun Street 51      (Blk 504B)       ,83,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.416543,103.8435413,1,      Yishun Street 51      (Blk 505B)       ,83,    1     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.338575,103.692206,1,      Yunnan Crescent       ,84,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3377726,103.6912235,2,      Yunnan Drive 3       ,84,    3     ,    3     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.2992727,103.8992514,1,      Amber Road      (Orchid Mansion)       ,85,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Amber Road      (Seaview Point)       ,85,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3164548,103.8485307,1,      Cambridge Road      (Blk 39)       ,86,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3158993,103.8484567,1,      Cambridge Road      (Blk 40)       ,86,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.344158,103.8673783,1,      Daisy Road       ,87,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3449899,103.8682027,1,      Sommerville Road       ,87,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3778931,103.7681493,1,      Gangsa Road (Blk      110)       ,88,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.378231,103.7684499,1,      Gangsa Road (Blk      111)       ,88,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3581619,103.8888025,1,      Hougang Avenue 1      (Blk 234)       ,89,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3538962,103.8883212,1,      Hougang Avenue 1       ,89,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.36032,103.8924239,1,      Hougang Avenue 3      (Blk 252)       ,90,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3604916,103.8921105,1,      Hougang Avenue 3      (Blk 253)       ,90,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3689104,103.8955524,1,      Hougang Avenue 5      (Blk 358)       ,91,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3702099,103.8959877,1,      Hougang Avenue 5      (Blk 362)       ,91,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3636937,103.8895316,2,      Hougang Street 31      (Blk 370)       ,92,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Hume Avenue      (Hillview Green)       ,93,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Hume Avenue (Parc      Palais)       ,93,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Jellicoe Road      (Citylights)       ,94,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3121713,103.861745,1,      Lavender Street       ,94,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.38541,103.870633,1,      Jalan Redop       ,95,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3852199,103.8749121,1,      Seletar Hills      Drive       ,95,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3438124,103.7389289,2,      Jurong East      Street 24 (Blk 258)       ,96,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.347047,103.7201961,1,      Jurong West Street      52 (Blk 514)       ,97,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.346249,103.7206486,1,      Jurong West      Street 52 (Blk 515)       ,97,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3370955,103.6983894,1,      Jurong West      Street 61 (Blk 651B)       ,98,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3355286,103.6984415,1,      Jurong West      Street 61 (Blk 655A)       ,98,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3121713,103.861745,1,      Lavender Street       ,99,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3160665,103.8588155,1,      Serangoon Road       ,99,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3658816,103.876282,1,      Limbok Terrace       ,100,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3912202,103.8570825,1,      Yio Chu Kang Road       ,100,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3358168,103.8543322,1,      Lorong 5 Toa      Payoh (Blk 43)       ,101,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3365476,103.8533697,1,      Lorong 5 Toa      Payoh (Blk 46)       ,101,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3386048,103.8558136,1,      Lorong 7 Toa      Payoh (Blk 5)       ,102,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3394934,103.857007,1,      Lorong 8 Toa      Payoh (Blk 226)       ,102,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3377553,103.8578615,1,      Lorong 7 Toa      Payoh (Blk 9)       ,103,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3365568,103.8576394,1,      Lorong 7 Toa      Payoh (Blk 12)       ,103,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.378265,103.9562698,2,      Loyang Avenue      (Loyang Valley)       ,104,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,2,      Pasir Ris Drive 3      (Eastvale)       ,105,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3137481,103.8552258,1,      Race Course Road      (Blk 681)       ,106,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.311672,103.853026,1,      Race Course Road      (Blk 682)       ,106,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.38665,103.904662,1,      Rivervale Drive      (Blk 121)       ,107,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.387091,103.905733,1,      Rivervale Drive      (Blk 122D)       ,107,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3514579,103.9314548,1,      Tampines Avenue 8      (Blk 880)       ,108,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.352011,103.931962,1,      Tampines Avenue 8      (Blk 880A)       ,108,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3550035,103.9499435,2,      Tampines Street      21 (Blk 259)       ,109,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Tanah Merah      Kechil Avenue (Casa Merah)       ,110,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.328321,103.9437672,1,      Tanah Merah      Kechil Road (East Meadows)       ,110,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.382578,103.7517428,1,      Teck Whye Avenue      (Blk 1)       ,111,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3822957,103.7539749,1,      Teck Whye Crescent      (Blk 165A)       ,111,    1     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3263608,103.8994415,2,      Ubi Avenue 1 (Blk      344)       ,112,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Woodlands      Crescent (Northoaks)       ,113,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.3553794,103.8677444,1,      Woodlands Drive      72 (Woodsvale)       ,113,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4304706,103.7968719,1,      Woodlands Drive 16      (Blk 576)       ,114,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4315254,103.7960542,1,      Woodlands Drive      16 (Blk 578)       ,114,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4398521,103.7966889,1,      Woodlands Drive      40 (Blk 706)       ,115,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4401805,103.7973266,1,      Woodlands Drive      70 (Blk 708)       ,115,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4333493,103.8352334,1,      Yishun Street 21      (Blk 220)       ,116,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
2016-02-12,1.4341235,103.8356352,1,      Yishun Street 21      (Blk 222)       ,116,    2     ,    2     ,Feb 12 at 3.30pm,                                  29                              ,  							                                  3279  								                              
